M,N,K,libtype,solidx,soltimems,indtype,outdtype
57344,1057,8192,hipblaslt,77938,0.9992241859436035,torch.float8_e4m3fnuz,torch.float16
57344,1925,8192,hipblaslt,77950,1.7843711853027344,torch.float8_e4m3fnuz,torch.float16
8192,852,8192,hipblaslt,77399,0.13653625249862672,torch.float8_e4m3fnuz,torch.float16
57344,1822,8192,hipblaslt,77952,1.7056406021118165,torch.float8_e4m3fnuz,torch.float16
10240,662,8192,hipblaslt,77869,0.13136260509490966,torch.float8_e4m3fnuz,torch.float16
8192,4677,28672,hipblaslt,77895,2.0768304824829102,torch.float8_e4m3fnuz,torch.float16
10240,2290,8192,hipblaslt,77960,0.37482523918151855,torch.float8_e4m3fnuz,torch.float16
8192,7715,8192,hipblaslt,77923,0.9264043807983399,torch.float8_e4m3fnuz,torch.float16
8192,6936,28672,hipblaslt,78012,3.0273483276367186,torch.float8_e4m3fnuz,torch.float16
8192,1845,8192,hipblaslt,77975,0.2548895597457886,torch.float8_e4m3fnuz,torch.float16
57344,1917,8192,hipblaslt,77952,1.7284860610961914,torch.float8_e4m3fnuz,torch.float16
57344,1534,8192,hipblaslt,77952,1.3544504165649414,torch.float8_e4m3fnuz,torch.float16
57344,3402,8192,hipblaslt,77935,3.1228960037231444,torch.float8_e4m3fnuz,torch.float16
57344,393,8192,hipblaslt,77961,0.4253681182861328,torch.float8_e4m3fnuz,torch.float16
10240,1996,8192,hipblaslt,77851,0.348107647895813,torch.float8_e4m3fnuz,torch.float16
8192,6893,8192,hipblaslt,77984,0.8264362335205078,torch.float8_e4m3fnuz,torch.float16
57344,3738,8192,hipblaslt,77880,3.3392105102539062,torch.float8_e4m3fnuz,torch.float16
8192,5696,28672,hipblaslt,77755,2.6273820877075194,torch.float8_e4m3fnuz,torch.float16
57344,1740,8192,hipblaslt,77925,1.5739436149597168,torch.float8_e4m3fnuz,torch.float16
10240,8770,8192,hipblaslt,77922,1.3402894020080567,torch.float8_e4m3fnuz,torch.float16
8192,30,8192,hipblaslt,77250,0.028818199038505556,torch.float8_e4m3fnuz,torch.float16
57344,159,28672,hipblaslt,77818,0.7099075794219971,torch.float8_e4m3fnuz,torch.float16
10240,3741,8192,hipblaslt,77935,0.6038825511932373,torch.float8_e4m3fnuz,torch.float16
57344,545,8192,hipblaslt,77778,0.5789485931396484,torch.float8_e4m3fnuz,torch.float16
8192,7017,8192,hipblaslt,77888,0.8470908164978027,torch.float8_e4m3fnuz,torch.float16
10240,1878,8192,hipblaslt,77912,0.31839165687561033,torch.float8_e4m3fnuz,torch.float16
57344,6026,8192,hipblaslt,78012,5.286235136144302,torch.float8_e4m3fnuz,torch.float16
8192,1957,8192,hipblaslt,77897,0.2604017496109009,torch.float8_e4m3fnuz,torch.float16
10240,4112,8192,hipblaslt,77984,0.6414021492004395,torch.float8_e4m3fnuz,torch.float16
57344,727,8192,hipblaslt,77920,0.702054500579834,torch.float8_e4m3fnuz,torch.float16
8192,65223,8192,hipblaslt,77922,7.54872194925944,torch.float8_e4m3fnuz,torch.float16
8192,2982,8192,hipblaslt,77960,0.37915763854980467,torch.float8_e4m3fnuz,torch.float16
8192,1650,8192,hipblaslt,78018,0.21455984115600585,torch.float8_e4m3fnuz,torch.float16
57344,1029,8192,hipblaslt,77917,0.9980725288391114,torch.float8_e4m3fnuz,torch.float16
8192,1698,28672,hipblaslt,77942,0.7576969146728516,torch.float8_e4m3fnuz,torch.float16
8192,1799,28672,hipblaslt,77923,0.8501713752746582,torch.float8_e4m3fnuz,torch.float16
57344,5839,8192,hipblaslt,77920,5.25245836046007,torch.float8_e4m3fnuz,torch.float16
8192,4560,8192,hipblaslt,77967,0.5883615493774415,torch.float8_e4m3fnuz,torch.float16
8192,3232,28672,hipblaslt,77935,1.495327091217041,torch.float8_e4m3fnuz,torch.float16
10240,65365,8192,hipblaslt,77923,9.539561462402343,torch.float8_e4m3fnuz,torch.float16
10240,2304,8192,hipblaslt,77495,0.372443699836731,torch.float8_e4m3fnuz,torch.float16
57344,3878,8192,hipblaslt,78012,3.427643585205078,torch.float8_e4m3fnuz,torch.float16
8192,496,28672,hipblaslt,77188,0.2930981397628784,torch.float8_e4m3fnuz,torch.float16
57344,509,8192,hipblaslt,77939,0.4962350845336914,torch.float8_e4m3fnuz,torch.float16
57344,1464,8192,hipblaslt,77950,1.325385284423828,torch.float8_e4m3fnuz,torch.float16
10240,1113,8192,hipblaslt,77710,0.19374300241470338,torch.float8_e4m3fnuz,torch.float16
8192,4461,8192,hipblaslt,77916,0.5509221076965332,torch.float8_e4m3fnuz,torch.float16
8192,1064,28672,hipblaslt,77956,0.5320361614227295,torch.float8_e4m3fnuz,torch.float16
57344,459,8192,hipblaslt,77939,0.5067246437072754,torch.float8_e4m3fnuz,torch.float16
10240,45,8192,hipblaslt,42494,0.0391805499792099,torch.float8_e4m3fnuz,torch.float16
57344,3256,8192,hipblaslt,77935,2.9591955184936523,torch.float8_e4m3fnuz,torch.float16
10240,750,8192,hipblaslt,77491,0.14844590425491333,torch.float8_e4m3fnuz,torch.float16
10240,1444,8192,hipblaslt,77977,0.25804524421691893,torch.float8_e4m3fnuz,torch.float16
8192,3091,8192,hipblaslt,77895,0.40555672645568847,torch.float8_e4m3fnuz,torch.float16
8192,5941,28672,hipblaslt,77924,2.653586769104004,torch.float8_e4m3fnuz,torch.float16
8192,5118,8192,hipblaslt,77496,0.624062442779541,torch.float8_e4m3fnuz,torch.float16
8192,1683,28672,hipblaslt,77942,0.7627498626708984,torch.float8_e4m3fnuz,torch.float16
57344,8418,8192,hipblaslt,77880,7.226566608135517,torch.float8_e4m3fnuz,torch.float16
8192,4674,8192,hipblaslt,77928,0.5936363697052002,torch.float8_e4m3fnuz,torch.float16
8192,1138,8192,hipblaslt,77396,0.16143515110015869,torch.float8_e4m3fnuz,torch.float16
10240,2976,8192,hipblaslt,77924,0.48050580024719236,torch.float8_e4m3fnuz,torch.float16
8192,7334,28672,hipblaslt,77675,3.426437759399414,torch.float8_e4m3fnuz,torch.float16
57344,4411,8192,hipblaslt,77935,3.964506912231445,torch.float8_e4m3fnuz,torch.float16
57344,625,8192,hipblaslt,77873,0.6245972633361816,torch.float8_e4m3fnuz,torch.float16
10240,1877,8192,hipblaslt,77722,0.31546530723571775,torch.float8_e4m3fnuz,torch.float16
8192,4605,8192,hipblaslt,77917,0.5866570472717285,torch.float8_e4m3fnuz,torch.float16
10240,65227,8192,hipblaslt,77973,9.660044860839843,torch.float8_e4m3fnuz,torch.float16
8192,197,8192,hipblaslt,77301,0.062470048666000366,torch.float8_e4m3fnuz,torch.float16
8192,2605,28672,hipblaslt,77937,1.2593334197998047,torch.float8_e4m3fnuz,torch.float16
8192,4214,28672,hipblaslt,77922,1.7993234634399413,torch.float8_e4m3fnuz,torch.float16
57344,7036,8192,hipblaslt,77945,6.347504170735677,torch.float8_e4m3fnuz,torch.float16
8192,632,28672,hipblaslt,76890,0.36989645957946776,torch.float8_e4m3fnuz,torch.float16
8192,4038,8192,hipblaslt,77924,0.4922351360321045,torch.float8_e4m3fnuz,torch.float16
57344,1598,8192,hipblaslt,77939,1.509780502319336,torch.float8_e4m3fnuz,torch.float16
8192,750,28672,hipblaslt,77867,0.42069315910339355,torch.float8_e4m3fnuz,torch.float16
8192,4498,28672,hipblaslt,78013,2.047054481506348,torch.float8_e4m3fnuz,torch.float16
8192,3107,28672,hipblaslt,77895,1.3854342460632325,torch.float8_e4m3fnuz,torch.float16
8192,1386,8192,hipblaslt,77874,0.19139955043792725,torch.float8_e4m3fnuz,torch.float16
8192,1097,8192,hipblaslt,42423,0.16649065017700196,torch.float8_e4m3fnuz,torch.float16
8192,5864,28672,hipblaslt,77924,2.6464624404907227,torch.float8_e4m3fnuz,torch.float16
57344,155,28672,hipblaslt,77818,0.7017254829406738,torch.float8_e4m3fnuz,torch.float16
8192,2037,8192,hipblaslt,77771,0.2811023950576782,torch.float8_e4m3fnuz,torch.float16
8192,186,28672,hipblaslt,76925,0.1365488052368164,torch.float8_e4m3fnuz,torch.float16
8192,2268,28672,hipblaslt,42477,1.1012933731079102,torch.float8_e4m3fnuz,torch.float16
8192,4876,28672,hipblaslt,77935,2.241945266723633,torch.float8_e4m3fnuz,torch.float16
10240,4060,8192,hipblaslt,77877,0.6329516410827637,torch.float8_e4m3fnuz,torch.float16
8192,6664,28672,hipblaslt,77942,3.0255218505859376,torch.float8_e4m3fnuz,torch.float16
10240,6074,8192,hipblaslt,77885,0.9166818618774414,torch.float8_e4m3fnuz,torch.float16
8192,869,28672,hipblaslt,77399,0.47585883140563967,torch.float8_e4m3fnuz,torch.float16
10240,6594,8192,hipblaslt,77924,0.9711445808410645,torch.float8_e4m3fnuz,torch.float16
8192,5567,8192,hipblaslt,77924,0.6836056709289551,torch.float8_e4m3fnuz,torch.float16
8192,65354,28672,hipblaslt,77924,27.60367431640625,torch.float8_e4m3fnuz,torch.float16
8192,2015,8192,hipblaslt,77502,0.26309974193573,torch.float8_e4m3fnuz,torch.float16
57344,7094,8192,hipblaslt,77732,6.3822382609049475,torch.float8_e4m3fnuz,torch.float16
10240,15,8192,hipblaslt,76556,0.03264884948730469,torch.float8_e4m3fnuz,torch.float16
8192,1743,8192,hipblaslt,77922,0.2408287525177002,torch.float8_e4m3fnuz,torch.float16
57344,1035,8192,hipblaslt,77938,0.9981925964355469,torch.float8_e4m3fnuz,torch.float16
57344,1184,8192,hipblaslt,77939,1.122082233428955,torch.float8_e4m3fnuz,torch.float16
8192,6404,8192,hipblaslt,77903,0.8057355880737305,torch.float8_e4m3fnuz,torch.float16
57344,2951,8192,hipblaslt,78012,2.668803405761719,torch.float8_e4m3fnuz,torch.float16
57344,505,8192,hipblaslt,78012,0.5049018859863281,torch.float8_e4m3fnuz,torch.float16
8192,4385,8192,hipblaslt,77723,0.550922155380249,torch.float8_e4m3fnuz,torch.float16
57344,4861,8192,hipblaslt,77880,4.376382827758789,torch.float8_e4m3fnuz,torch.float16
8192,6685,28672,hipblaslt,77888,3.0169931411743165,torch.float8_e4m3fnuz,torch.float16
8192,2726,28672,hipblaslt,77918,1.2995950698852539,torch.float8_e4m3fnuz,torch.float16
57344,107,8192,hipblaslt,77602,0.19440100193023682,torch.float8_e4m3fnuz,torch.float16
8192,2342,28672,hipblaslt,77418,1.1774782180786132,torch.float8_e4m3fnuz,torch.float16
8192,4134,8192,hipblaslt,77966,0.49991455078125,torch.float8_e4m3fnuz,torch.float16
57344,2323,8192,hipblaslt,77952,2.150617790222168,torch.float8_e4m3fnuz,torch.float16
57344,2402,8192,hipblaslt,77952,2.194118118286133,torch.float8_e4m3fnuz,torch.float16
57344,4077,8192,hipblaslt,78012,3.498086166381836,torch.float8_e4m3fnuz,torch.float16
10240,6695,8192,hipblaslt,77922,0.9782892227172851,torch.float8_e4m3fnuz,torch.float16
8192,5440,28672,hipblaslt,77829,2.5386785507202148,torch.float8_e4m3fnuz,torch.float16
8192,4512,28672,hipblaslt,78013,2.0497583389282226,torch.float8_e4m3fnuz,torch.float16
8192,1015,28672,hipblaslt,77871,0.5115451812744141,torch.float8_e4m3fnuz,torch.float16
8192,563,28672,hipblaslt,76918,0.3404838085174561,torch.float8_e4m3fnuz,torch.float16
10240,6257,8192,hipblaslt,77922,0.9268630027770997,torch.float8_e4m3fnuz,torch.float16
8192,988,8192,hipblaslt,77388,0.13919219970703126,torch.float8_e4m3fnuz,torch.float16
10240,5423,8192,hipblaslt,77973,0.8343699455261231,torch.float8_e4m3fnuz,torch.float16
57344,584,8192,hipblaslt,77917,0.6185322284698487,torch.float8_e4m3fnuz,torch.float16
10240,2255,8192,hipblaslt,77960,0.36942124366760254,torch.float8_e4m3fnuz,torch.float16
10240,6145,8192,hipblaslt,77922,0.9291024208068848,torch.float8_e4m3fnuz,torch.float16
57344,3397,8192,hipblaslt,77696,3.109854888916016,torch.float8_e4m3fnuz,torch.float16
57344,3726,8192,hipblaslt,77880,3.3553585052490233,torch.float8_e4m3fnuz,torch.float16
57344,5295,8192,hipblaslt,77880,4.78718147277832,torch.float8_e4m3fnuz,torch.float16
57344,197,8192,hipblaslt,77990,0.2543788433074951,torch.float8_e4m3fnuz,torch.float16
10240,4493,8192,hipblaslt,77905,0.7265081882476807,torch.float8_e4m3fnuz,torch.float16
8192,4596,28672,hipblaslt,78013,2.065593719482422,torch.float8_e4m3fnuz,torch.float16
10240,5763,8192,hipblaslt,77924,0.8918311119079589,torch.float8_e4m3fnuz,torch.float16
8192,4754,8192,hipblaslt,77890,0.600475549697876,torch.float8_e4m3fnuz,torch.float16
57344,1651,8192,hipblaslt,77952,1.5227215766906739,torch.float8_e4m3fnuz,torch.float16
8192,71,8192,hipblaslt,77300,0.03895370066165924,torch.float8_e4m3fnuz,torch.float16
10240,4592,8192,hipblaslt,77981,0.7207015991210938,torch.float8_e4m3fnuz,torch.float16
8192,3370,28672,hipblaslt,77901,1.5070043563842774,torch.float8_e4m3fnuz,torch.float16
10240,5010,8192,hipblaslt,77877,0.7984888553619385,torch.float8_e4m3fnuz,torch.float16
10240,60455,8192,hipblaslt,77923,8.822783036665482,torch.float8_e4m3fnuz,torch.float16
8192,94,28672,hipblaslt,77052,0.1036455512046814,torch.float8_e4m3fnuz,torch.float16
8192,3523,28672,hipblaslt,77935,1.556050968170166,torch.float8_e4m3fnuz,torch.float16
57344,1242,8192,hipblaslt,77939,1.1348590850830078,torch.float8_e4m3fnuz,torch.float16
8192,576,28672,hipblaslt,76918,0.3453755617141724,torch.float8_e4m3fnuz,torch.float16
8192,2076,28672,hipblaslt,77956,1.032585620880127,torch.float8_e4m3fnuz,torch.float16
10240,4937,8192,hipblaslt,77984,0.7863128185272217,torch.float8_e4m3fnuz,torch.float16
57344,3624,8192,hipblaslt,77935,3.2370872497558594,torch.float8_e4m3fnuz,torch.float16
8192,2624,28672,hipblaslt,77688,1.2559404373168945,torch.float8_e4m3fnuz,torch.float16
8192,259,8192,hipblaslt,77303,0.06849499940872192,torch.float8_e4m3fnuz,torch.float16
57344,4690,8192,hipblaslt,77925,4.213445663452148,torch.float8_e4m3fnuz,torch.float16
10240,3512,8192,hipblaslt,77723,0.556856918334961,torch.float8_e4m3fnuz,torch.float16
8192,5457,8192,hipblaslt,77924,0.6905509471893311,torch.float8_e4m3fnuz,torch.float16
10240,65409,8192,hipblaslt,77923,9.581135559082032,torch.float8_e4m3fnuz,torch.float16
57344,2811,8192,hipblaslt,77950,2.5548063278198243,torch.float8_e4m3fnuz,torch.float16
8192,971,28672,hipblaslt,77871,0.5099628448486329,torch.float8_e4m3fnuz,torch.float16
8192,1895,8192,hipblaslt,77880,0.25705480575561523,torch.float8_e4m3fnuz,torch.float16
10240,5740,8192,hipblaslt,77877,0.850848388671875,torch.float8_e4m3fnuz,torch.float16
10240,115,8192,hipblaslt,77307,0.05400699973106384,torch.float8_e4m3fnuz,torch.float16
8192,6291,8192,hipblaslt,77935,0.7890168190002441,torch.float8_e4m3fnuz,torch.float16
57344,4305,8192,hipblaslt,77952,3.8608013153076173,torch.float8_e4m3fnuz,torch.float16
57344,2527,8192,hipblaslt,77950,2.2739423751831054,torch.float8_e4m3fnuz,torch.float16
8192,5282,28672,hipblaslt,77719,2.275865364074707,torch.float8_e4m3fnuz,torch.float16
8192,5301,28672,hipblaslt,77719,2.296281623840332,torch.float8_e4m3fnuz,torch.float16
8192,115,8192,hipblaslt,77377,0.045885950326919556,torch.float8_e4m3fnuz,torch.float16
10240,125,8192,hipblaslt,42518,0.056538748741149905,torch.float8_e4m3fnuz,torch.float16
57344,3065,8192,hipblaslt,78012,2.6968690872192385,torch.float8_e4m3fnuz,torch.float16
8192,2392,28672,hipblaslt,42464,1.1914830207824707,torch.float8_e4m3fnuz,torch.float16
8192,1088,8192,hipblaslt,77872,0.15793795585632325,torch.float8_e4m3fnuz,torch.float16
8192,2031,28672,hipblaslt,77881,0.9253127098083496,torch.float8_e4m3fnuz,torch.float16
10240,2889,8192,hipblaslt,77922,0.4693352699279785,torch.float8_e4m3fnuz,torch.float16
10240,3758,8192,hipblaslt,42477,0.6091604232788086,torch.float8_e4m3fnuz,torch.float16
57344,4275,8192,hipblaslt,77952,3.8742733001708984,torch.float8_e4m3fnuz,torch.float16
10240,2795,8192,hipblaslt,78016,0.4289194107055664,torch.float8_e4m3fnuz,torch.float16
57344,3403,8192,hipblaslt,77952,3.102676010131836,torch.float8_e4m3fnuz,torch.float16
8192,4620,28672,hipblaslt,77967,2.0993278503417967,torch.float8_e4m3fnuz,torch.float16
10240,186,8192,hipblaslt,76782,0.061564701795578006,torch.float8_e4m3fnuz,torch.float16
10240,173,8192,hipblaslt,76783,0.06167135238647461,torch.float8_e4m3fnuz,torch.float16
10240,1758,8192,hipblaslt,77828,0.3053102493286133,torch.float8_e4m3fnuz,torch.float16
57344,1124,8192,hipblaslt,77920,1.0820148468017579,torch.float8_e4m3fnuz,torch.float16
8192,2213,28672,hipblaslt,77927,1.0965642929077148,torch.float8_e4m3fnuz,torch.float16
8192,5201,28672,hipblaslt,77719,2.2668380737304688,torch.float8_e4m3fnuz,torch.float16
8192,6630,28672,hipblaslt,77935,2.999315071105957,torch.float8_e4m3fnuz,torch.float16
8192,4229,28672,hipblaslt,77924,1.8001306533813477,torch.float8_e4m3fnuz,torch.float16
8192,888,8192,hipblaslt,77869,0.13132050037384033,torch.float8_e4m3fnuz,torch.float16
10240,6158,8192,hipblaslt,77925,0.9512616157531738,torch.float8_e4m3fnuz,torch.float16
10240,165,8192,hipblaslt,77379,0.06389464735984803,torch.float8_e4m3fnuz,torch.float16
57344,1400,8192,hipblaslt,77939,1.326643180847168,torch.float8_e4m3fnuz,torch.float16
57344,684,8192,hipblaslt,77939,0.6776678562164307,torch.float8_e4m3fnuz,torch.float16
8192,1025,8192,hipblaslt,77870,0.14706984758377076,torch.float8_e4m3fnuz,torch.float16
8192,2119,28672,hipblaslt,77956,1.0740509986877442,torch.float8_e4m3fnuz,torch.float16
8192,6046,8192,hipblaslt,77925,0.7316057682037354,torch.float8_e4m3fnuz,torch.float16
8192,6506,8192,hipblaslt,77888,0.8087896347045899,torch.float8_e4m3fnuz,torch.float16
10240,233,8192,hipblaslt,77997,0.067381352186203,torch.float8_e4m3fnuz,torch.float16
8192,49435,28672,hipblaslt,77924,21.456739807128905,torch.float8_e4m3fnuz,torch.float16
10240,2867,8192,hipblaslt,77888,0.44017605781555175,torch.float8_e4m3fnuz,torch.float16
10240,5234,8192,hipblaslt,77496,0.8162872314453125,torch.float8_e4m3fnuz,torch.float16
10240,2420,8192,hipblaslt,77928,0.3972524404525757,torch.float8_e4m3fnuz,torch.float16
8192,4275,8192,hipblaslt,77495,0.5460008144378662,torch.float8_e4m3fnuz,torch.float16
8192,1544,8192,hipblaslt,77967,0.2024599552154541,torch.float8_e4m3fnuz,torch.float16
10240,2297,8192,hipblaslt,77960,0.3739920616149902,torch.float8_e4m3fnuz,torch.float16
57344,750,8192,hipblaslt,78018,0.7071595668792725,torch.float8_e4m3fnuz,torch.float16
57344,1158,8192,hipblaslt,77950,1.1289843559265136,torch.float8_e4m3fnuz,torch.float16
8192,15161,28672,hipblaslt,77901,6.839728219168527,torch.float8_e4m3fnuz,torch.float16
10240,2546,8192,hipblaslt,77890,0.4141815662384033,torch.float8_e4m3fnuz,torch.float16
8192,1218,8192,hipblaslt,77723,0.18380825519561766,torch.float8_e4m3fnuz,torch.float16
10240,88,8192,hipblaslt,77585,0.04717234969139099,torch.float8_e4m3fnuz,torch.float16
57344,1790,8192,hipblaslt,77939,1.5641570091247559,torch.float8_e4m3fnuz,torch.float16
10240,2436,8192,hipblaslt,77967,0.39799554347991944,torch.float8_e4m3fnuz,torch.float16
8192,1532,28672,hipblaslt,77895,0.6877988338470459,torch.float8_e4m3fnuz,torch.float16
8192,4949,8192,hipblaslt,77890,0.6106045722961426,torch.float8_e4m3fnuz,torch.float16
8192,2213,8192,hipblaslt,77828,0.29784719944000243,torch.float8_e4m3fnuz,torch.float16
8192,2538,28672,hipblaslt,77883,1.224860382080078,torch.float8_e4m3fnuz,torch.float16
57344,2568,8192,hipblaslt,77880,2.3601682662963865,torch.float8_e4m3fnuz,torch.float16
57344,640,8192,hipblaslt,77917,0.6266863346099854,torch.float8_e4m3fnuz,torch.float16
57344,995,8192,hipblaslt,77939,0.9318604469299316,torch.float8_e4m3fnuz,torch.float16
10240,2788,8192,hipblaslt,77496,0.42794189453125,torch.float8_e4m3fnuz,torch.float16
8192,4131,28672,hipblaslt,77924,1.7897371292114257,torch.float8_e4m3fnuz,torch.float16
10240,4709,8192,hipblaslt,77924,0.7261756896972656,torch.float8_e4m3fnuz,torch.float16
57344,952,8192,hipblaslt,78018,0.9109434127807617,torch.float8_e4m3fnuz,torch.float16
8192,65070,28672,hipblaslt,77924,27.761380004882813,torch.float8_e4m3fnuz,torch.float16
10240,4279,8192,hipblaslt,77924,0.6870687961578369,torch.float8_e4m3fnuz,torch.float16
8192,3104,8192,hipblaslt,77917,0.39890494346618655,torch.float8_e4m3fnuz,torch.float16
57344,1407,8192,hipblaslt,77939,1.3096400260925294,torch.float8_e4m3fnuz,torch.float16
8192,1740,28672,hipblaslt,77939,0.7864429950714111,torch.float8_e4m3fnuz,torch.float16
10240,603,8192,hipblaslt,77399,0.12991139888763428,torch.float8_e4m3fnuz,torch.float16
8192,2430,8192,hipblaslt,77957,0.3194091558456421,torch.float8_e4m3fnuz,torch.float16
57344,873,8192,hipblaslt,77926,0.8150113105773926,torch.float8_e4m3fnuz,torch.float16
57344,1461,8192,hipblaslt,77939,1.3293911933898925,torch.float8_e4m3fnuz,torch.float16
8192,885,28672,hipblaslt,77399,0.47044687271118163,torch.float8_e4m3fnuz,torch.float16
57344,1866,8192,hipblaslt,77952,1.7386455535888672,torch.float8_e4m3fnuz,torch.float16
57344,5528,8192,hipblaslt,77880,4.914986058285362,torch.float8_e4m3fnuz,torch.float16
8192,2646,8192,hipblaslt,77688,0.35185320377349855,torch.float8_e4m3fnuz,torch.float16
8192,6865,8192,hipblaslt,77984,0.836270809173584,torch.float8_e4m3fnuz,torch.float16
8192,6124,28672,hipblaslt,77721,2.695074462890625,torch.float8_e4m3fnuz,torch.float16
8192,65379,28672,hipblaslt,77924,27.645367431640626,torch.float8_e4m3fnuz,torch.float16
10240,5933,8192,hipblaslt,77922,0.9116644859313965,torch.float8_e4m3fnuz,torch.float16
8192,5398,28672,hipblaslt,77396,2.5398784637451173,torch.float8_e4m3fnuz,torch.float16
